Geography,Industry,Year,Industry GDP
Nunavut,Information and communication technology sector,2018,72.2
Nunavut,Information and communication technology sector,2019,75.0
Nunavut,Energy sector,1999,214.7
Nunavut,Energy sector,2000,259.1
Nunavut,Energy sector,2001,193.1
Nunavut,Energy sector,2002,51.7
Nunavut,Energy sector,2003,32.5
Nunavut,Energy sector,2004,43.0
Nunavut,Energy sector,2005,44.3
Nunavut,Energy sector,2006,43.0
Nunavut,Energy sector,2007,46.9
Nunavut,Energy sector,2008,50.8
Nunavut,Energy sector,2009,41.6
Nunavut,Energy sector,2010,42.7
Nunavut,Energy sector,2011,44.5
Nunavut,Energy sector,2012,45.8
Nunavut,Energy sector,2013,45.2
Nunavut,Energy sector,2014,47.5
Nunavut,Energy sector,2015,50.7
Nunavut,Energy sector,2016,51.6
Nunavut,Energy sector,2017,51.6
Nunavut,Energy sector,2018,52.6
Nunavut,Energy sector,2019,52.1
Nunavut,Public sector,1999,474.3
Nunavut,Public sector,2000,496.3
Nunavut,Public sector,2001,534.0
Nunavut,Public sector,2002,596.1
Nunavut,Public sector,2003,622.6
Nunavut,Public sector,2004,649.6
Nunavut,Public sector,2005,644.6
Nunavut,Public sector,2006,656.9
Nunavut,Public sector,2007,719.5
Nunavut,Public sector,2008,741.6
Nunavut,Public sector,2009,757.6
Nunavut,Public sector,2010,776.2
Nunavut,Public sector,2011,787.6
Nunavut,Public sector,2012,795.3
Nunavut,Public sector,2013,809.8
Nunavut,Public sector,2014,828.5
Nunavut,Public sector,2015,860.1
Nunavut,Public sector,2016,880.8
Nunavut,Public sector,2017,910.6
Nunavut,Public sector,2018,937.6
Nunavut,Public sector,2019,966.7
Nunavut,Cannabis sector,1999,0.6
Nunavut,Cannabis sector,2000,0.6
Nunavut,Cannabis sector,2001,0.6
Nunavut,Cannabis sector,2002,0.6
Nunavut,Cannabis sector,2003,0.6
Nunavut,Cannabis sector,2004,0.6
Nunavut,Cannabis sector,2005,0.7
Nunavut,Cannabis sector,2006,0.7
Nunavut,Cannabis sector,2007,0.7
Nunavut,Cannabis sector,2008,0.7
Nunavut,Cannabis sector,2009,0.8
Nunavut,Cannabis sector,2010,0.8
Nunavut,Cannabis sector,2011,0.8
Nunavut,Cannabis sector,2012,0.8
Nunavut,Cannabis sector,2013,0.9
Nunavut,Cannabis sector,2014,0.9
Nunavut,Cannabis sector,2015,0.9
Nunavut,Cannabis sector,2016,0.9
Nunavut,Cannabis sector,2017,0.9
Nunavut,Cannabis sector,2018,0.9
Nunavut,Cannabis sector,2019,0.8
Nunavut,Agriculture forestry fishing and hunting,1999,1.0
Nunavut,Agriculture forestry fishing and hunting,2000,1.3
Nunavut,Agriculture forestry fishing and hunting,2001,1.3
Nunavut,Agriculture forestry fishing and hunting,2002,1.6
Nunavut,Agriculture forestry fishing and hunting,2003,2.6
Nunavut,Agriculture forestry fishing and hunting,2004,3.5
Nunavut,Agriculture forestry fishing and hunting,2005,3.3
Nunavut,Agriculture forestry fishing and hunting,2006,3.5
Nunavut,Agriculture forestry fishing and hunting,2007,2.9
Nunavut,Agriculture forestry fishing and hunting,2008,3.0
Nunavut,Agriculture forestry fishing and hunting,2009,3.9
Nunavut,Agriculture forestry fishing and hunting,2010,3.3
Nunavut,Agriculture forestry fishing and hunting,2011,3.5
Nunavut,Agriculture forestry fishing and hunting,2012,5.9
Nunavut,Agriculture forestry fishing and hunting,2013,5.5
Nunavut,Agriculture forestry fishing and hunting,2014,3.3
Nunavut,Agriculture forestry fishing and hunting,2015,3.3
Nunavut,Agriculture forestry fishing and hunting,2016,3.2
Nunavut,Agriculture forestry fishing and hunting,2017,8.7
Nunavut,Agriculture forestry fishing and hunting,2018,8.8
Nunavut,Agriculture forestry fishing and hunting,2019,8.9
Nunavut,Mining quarrying and oil and gas extraction,1999,494.4
Nunavut,Mining quarrying and oil and gas extraction,2000,593.8
Nunavut,Mining quarrying and oil and gas extraction,2001,495.2
Nunavut,Mining quarrying and oil and gas extraction,2002,388.0
Nunavut,Mining quarrying and oil and gas extraction,2003,81.9
Nunavut,Mining quarrying and oil and gas extraction,2004,124.4
Nunavut,Mining quarrying and oil and gas extraction,2005,68.6
Nunavut,Mining quarrying and oil and gas extraction,2006,101.3
Nunavut,Mining quarrying and oil and gas extraction,2007,77.7
Nunavut,Mining quarrying and oil and gas extraction,2008,64.9
Nunavut,Mining quarrying and oil and gas extraction,2009,48.7
Nunavut,Mining quarrying and oil and gas extraction,2010,283.9
Nunavut,Mining quarrying and oil and gas extraction,2011,380.8
Nunavut,Mining quarrying and oil and gas extraction,2012,439.2
Nunavut,Mining quarrying and oil and gas extraction,2013,488.8
Nunavut,Mining quarrying and oil and gas extraction,2014,518.0
Nunavut,Mining quarrying and oil and gas extraction,2015,484.9
Nunavut,Mining quarrying and oil and gas extraction,2016,526.2
Nunavut,Mining quarrying and oil and gas extraction,2017,691.1
Nunavut,Mining quarrying and oil and gas extraction,2018,715.1
Nunavut,Mining quarrying and oil and gas extraction,2019,848.5
Nunavut,Utilities,1999,217.6
Nunavut,Utilities,2000,220.2
Nunavut,Utilities,2001,239.7
Nunavut,Utilities,2002,40.0
Nunavut,Utilities,2003,38.2
Nunavut,Utilities,2004,47.5
Nunavut,Utilities,2005,49.3
Nunavut,Utilities,2006,50.0
Nunavut,Utilities,2007,61.6
Nunavut,Utilities,2008,65.8
Nunavut,Utilities,2009,56.2
Nunavut,Utilities,2010,58.0
Nunavut,Utilities,2011,60.9
Nunavut,Utilities,2012,61.6
Nunavut,Utilities,2013,59.1
Nunavut,Utilities,2014,61.8
Nunavut,Utilities,2015,65.0
Nunavut,Utilities,2016,66.1
Nunavut,Utilities,2017,67.0
Nunavut,Utilities,2018,68.2
Nunavut,Utilities,2019,67.9
Nunavut,Construction,1999,145.7
Nunavut,Construction,2000,106.1
Nunavut,Construction,2001,145.0
Nunavut,Construction,2002,176.2
Nunavut,Construction,2003,220.3
Nunavut,Construction,2004,199.9
Nunavut,Construction,2005,229.0
Nunavut,Construction,2006,177.6
Nunavut,Construction,2007,177.1
Nunavut,Construction,2008,346.8
Nunavut,Construction,2009,261.0
Nunavut,Construction,2010,293.0
Nunavut,Construction,2011,248.3
Nunavut,Construction,2012,178.2
Nunavut,Construction,2013,336.1
Nunavut,Construction,2014,285.1
Nunavut,Construction,2015,276.7
Nunavut,Construction,2016,318.2
Nunavut,Construction,2017,443.4
Nunavut,Construction,2018,548.8
Nunavut,Construction,2019,549.3
Nunavut,Manufacturing,1999,1.6
Nunavut,Manufacturing,2000,2.4
Nunavut,Manufacturing,2001,2.2
Nunavut,Manufacturing,2002,3.2
Nunavut,Manufacturing,2003,2.8
Nunavut,Manufacturing,2004,2.4
Nunavut,Manufacturing,2005,3.0
Nunavut,Manufacturing,2006,3.5
Nunavut,Manufacturing,2007,2.2
Nunavut,Manufacturing,2008,2.2
Nunavut,Manufacturing,2009,1.9
Nunavut,Manufacturing,2010,5.2
Nunavut,Manufacturing,2011,3.7
Nunavut,Manufacturing,2012,10.4
Nunavut,Manufacturing,2013,11.0
Nunavut,Manufacturing,2014,11.0
Nunavut,Manufacturing,2015,10.2
Nunavut,Manufacturing,2016,8.8
Nunavut,Manufacturing,2017,7.8
Nunavut,Manufacturing,2018,9.5
Nunavut,Manufacturing,2019,9.2
Nunavut,Wholesale trade,1999,9.4
Nunavut,Wholesale trade,2000,9.6
Nunavut,Wholesale trade,2001,10.3
Nunavut,Wholesale trade,2002,11.7
Nunavut,Wholesale trade,2003,13.0
Nunavut,Wholesale trade,2004,13.7
Nunavut,Wholesale trade,2005,15.4
Nunavut,Wholesale trade,2006,17.2
Nunavut,Wholesale trade,2007,17.9
Nunavut,Wholesale trade,2008,28.9
Nunavut,Wholesale trade,2009,19.0
Nunavut,Wholesale trade,2010,25.2
Nunavut,Wholesale trade,2011,25.1
Nunavut,Wholesale trade,2012,42.0
Nunavut,Wholesale trade,2013,42.0
Nunavut,Wholesale trade,2014,24.3
Nunavut,Wholesale trade,2015,22.1
Nunavut,Wholesale trade,2016,26.9
Nunavut,Wholesale trade,2017,43.4
Nunavut,Wholesale trade,2018,36.8
Nunavut,Wholesale trade,2019,44.8
Nunavut,Retail trade,1999,49.0
Nunavut,Retail trade,2000,53.6
Nunavut,Retail trade,2001,53.6
Nunavut,Retail trade,2002,59.0
Nunavut,Retail trade,2003,60.1
Nunavut,Retail trade,2004,62.6
Nunavut,Retail trade,2005,64.5
Nunavut,Retail trade,2006,68.2
Nunavut,Retail trade,2007,76.4
Nunavut,Retail trade,2008,84.9
Nunavut,Retail trade,2009,86.9
Nunavut,Retail trade,2010,88.8
Nunavut,Retail trade,2011,91.8
Nunavut,Retail trade,2012,87.8
Nunavut,Retail trade,2013,89.5
Nunavut,Retail trade,2014,92.1
Nunavut,Retail trade,2015,89.0
Nunavut,Retail trade,2016,96.4
Nunavut,Retail trade,2017,94.5
Nunavut,Retail trade,2018,96.5
Nunavut,Retail trade,2019,96.8
Nunavut,Transportation and warehousing,1999,50.0
Nunavut,Transportation and warehousing,2000,50.6
Nunavut,Transportation and warehousing,2001,45.5
Nunavut,Transportation and warehousing,2002,39.5
Nunavut,Transportation and warehousing,2003,42.8
Nunavut,Transportation and warehousing,2004,41.6
Nunavut,Transportation and warehousing,2005,37.1
Nunavut,Transportation and warehousing,2006,39.8
Nunavut,Transportation and warehousing,2007,42.5
Nunavut,Transportation and warehousing,2008,46.8
Nunavut,Transportation and warehousing,2009,42.8
Nunavut,Transportation and warehousing,2010,50.0
Nunavut,Transportation and warehousing,2011,53.9
Nunavut,Transportation and warehousing,2012,52.7
Nunavut,Transportation and warehousing,2013,52.6
Nunavut,Transportation and warehousing,2014,56.3
Nunavut,Transportation and warehousing,2015,57.2
Nunavut,Transportation and warehousing,2016,61.3
Nunavut,Transportation and warehousing,2017,61.5
Nunavut,Transportation and warehousing,2018,63.4
Nunavut,Transportation and warehousing,2019,65.8
Nunavut,Information and cultural industries,1999,7.6
Nunavut,Information and cultural industries,2000,10.3
Nunavut,Information and cultural industries,2001,11.9
Nunavut,Information and cultural industries,2002,15.1
Nunavut,Information and cultural industries,2003,18.3
Nunavut,Information and cultural industries,2004,17.6
Nunavut,Information and cultural industries,2005,15.9
Nunavut,Information and cultural industries,2006,16.6
Nunavut,Information and cultural industries,2007,30.1
Nunavut,Information and cultural industries,2008,34.9
Nunavut,Information and cultural industries,2009,37.7
Nunavut,Information and cultural industries,2010,38.6
Nunavut,Information and cultural industries,2011,46.4
Nunavut,Information and cultural industries,2012,51.3
Nunavut,Information and cultural industries,2013,51.9
Nunavut,Information and cultural industries,2014,51.6
Nunavut,Information and cultural industries,2015,52.1
Nunavut,Information and cultural industries,2016,55.0
Nunavut,Information and cultural industries,2017,61.8
Nunavut,Information and cultural industries,2018,68.2
